1 0 547092 


2 .2 273349 
2 1.2 273863 


4 .4 43023 
4 1.4 230334 
4 2.4 43362.1 
4 3.4 230579 


8 .6 11.834 
8 1.6 9178.53 
8 2.6 43021.7 
8 3.6 221273 
8 4.6 43344.3 
8 5.6 221468 
8 6.6 11.965 
8 7.6 9222.6 


16 .8 4.259 
16 1.8 8.08 
16 2.8 9170.13 
16 3.8 10.895 
16 4.8 109.349 
16 5.8 42936.5 
16 6.8 147517 
16 7.8 73820.7 
16 8.8 258.14 
16 9.8 43113.9 
16 10.8 147695 
16 11.8 73881.9 
16 12.8 4.355 
16 13.8 8.067 
16 14.8 9213.08 
16 15.8 10.898 


